full_name,team_id,sport_id,stat_name,stat_value,choice,american_price,decimal_price
Pesho,522c4fbf-aa39-4aeb-a0d0-6a0ec489baaf,LOL,deaths_on_map_1,2.5,under,+102,2.02
Funk3y,4f40ed6d-84e6-4312-8aed-de7e982e53ae,LOL,kills_on_maps_1_2,8.5,over,+100,2.0
Funk3y,4f40ed6d-84e6-4312-8aed-de7e982e53ae,LOL,kills_on_maps_1_2,8.5,under,+100,2.0
Funk3y,4f40ed6d-84e6-4312-8aed-de7e982e53ae,LOL,fantasy_points_on_maps_1_2,51.0,over,+100,2.0
Funk3y,4f40ed6d-84e6-4312-8aed-de7e982e53ae,LOL,fantasy_points_on_maps_1_2,51.0,under,+100,2.0
Funk3y,4f40ed6d-84e6-4312-8aed-de7e982e53ae,LOL,assists_on_maps_1_2,9.5,over,+100,2.0
Funk3y,4f40ed6d-84e6-4312-8aed-de7e982e53ae,LOL,assists_on_maps_1_2,9.5,under,+100,2.0
Funk3y,4f40ed6d-84e6-4312-8aed-de7e982e53ae,LOL,deaths_on_maps_1_2,6.5,over,+123,2.23
Funk3y,4f40ed6d-84e6-4312-8aed-de7e982e53ae,LOL,deaths_on_maps_1_2,6.5,under,-152,1.66
NightSlayer,6e8b2718-654e-4e33-bcc1-ddfbe7ef4034,LOL,kills_on_maps_1_2,5.5,over,+100,2.0
NightSlayer,6e8b2718-654e-4e33-bcc1-ddfbe7ef4034,LOL,kills_on_maps_1_2,5.5,under,+100,2.0
NightSlayer,6e8b2718-654e-4e33-bcc1-ddfbe7ef4034,LOL,fantasy_points_on_maps_1_2,44.2,over,+100,2.0
NightSlayer,6e8b2718-654e-4e33-bcc1-ddfbe7ef4034,LOL,fantasy_points_on_maps_1_2,44.2,under,+100,2.0
NightSlayer,6e8b2718-654e-4e33-bcc1-ddfbe7ef4034,LOL,assists_on_maps_1_2,10.5,over,+100,2.0
NightSlayer,6e8b2718-654e-4e33-bcc1-ddfbe7ef4034,LOL,assists_on_maps_1_2,10.5,under,+100,2.0
NightSlayer,6e8b2718-654e-4e33-bcc1-ddfbe7ef4034,LOL,deaths_on_maps_1_2,5.5,over,+110,2.1
NightSlayer,6e8b2718-654e-4e33-bcc1-ddfbe7ef4034,LOL,deaths_on_maps_1_2,5.5,under,-139,1.72
D4nKa,6e8b2718-654e-4e33-bcc1-ddfbe7ef4034,LOL,kills_on_maps_1_2,4.5,over,-117,1.86
D4nKa,6e8b2718-654e-4e33-bcc1-ddfbe7ef4034,LOL,kills_on_maps_1_2,4.5,under,+110,2.1
D4nKa,6e8b2718-654e-4e33-bcc1-ddfbe7ef4034,LOL,fantasy_points_on_maps_1_2,50.5,over,+100,2.0
D4nKa,6e8b2718-654e-4e33-bcc1-ddfbe7ef4034,LOL,fantasy_points_on_maps_1_2,50.5,under,+100,2.0
D4nKa,6e8b2718-654e-4e33-bcc1-ddfbe7ef4034,LOL,assists_on_maps_1_2,16.5,over,+100,2.0
D4nKa,6e8b2718-654e-4e33-bcc1-ddfbe7ef4034,LOL,assists_on_maps_1_2,16.5,under,+100,2.0
D4nKa,6e8b2718-654e-4e33-bcc1-ddfbe7ef4034,LOL,deaths_on_maps_1_2,5.5,over,-143,1.7
D4nKa,6e8b2718-654e-4e33-bcc1-ddfbe7ef4034,LOL,deaths_on_maps_1_2,5.5,under,+110,2.1
Visdom,4f40ed6d-84e6-4312-8aed-de7e982e53ae,LOL,kills_on_maps_1_2,1.5,over,+100,2.0
Visdom,4f40ed6d-84e6-4312-8aed-de7e982e53ae,LOL,kills_on_maps_1_2,1.5,under,+100,2.0
Visdom,4f40ed6d-84e6-4312-8aed-de7e982e53ae,LOL,fantasy_points_on_maps_1_2,39.6,over,+100,2.0
Visdom,4f40ed6d-84e6-4312-8aed-de7e982e53ae,LOL,fantasy_points_on_maps_1_2,39.6,under,+100,2.0
Visdom,4f40ed6d-84e6-4312-8aed-de7e982e53ae,LOL,assists_on_maps_1_2,19.5,over,+100,2.0
Visdom,4f40ed6d-84e6-4312-8aed-de7e982e53ae,LOL,assists_on_maps_1_2,19.5,under,+100,2.0
Visdom,4f40ed6d-84e6-4312-8aed-de7e982e53ae,LOL,deaths_on_maps_1_2,6.5,over,+108,2.08
Visdom,4f40ed6d-84e6-4312-8aed-de7e982e53ae,LOL,deaths_on_maps_1_2,6.5,under,-136,1.74
HungryPanda,6e8b2718-654e-4e33-bcc1-ddfbe7ef4034,LOL,kills_on_maps_1_2,1.5,over,+100,2.0
HungryPanda,6e8b2718-654e-4e33-bcc1-ddfbe7ef4034,LOL,kills_on_maps_1_2,1.5,under,+100,2.0
HungryPanda,6e8b2718-654e-4e33-bcc1-ddfbe7ef4034,LOL,fantasy_points_on_maps_1_2,42.6,over,+100,2.0
HungryPanda,6e8b2718-654e-4e33-bcc1-ddfbe7ef4034,LOL,fantasy_points_on_maps_1_2,42.6,under,+100,2.0
HungryPanda,6e8b2718-654e-4e33-bcc1-ddfbe7ef4034,LOL,assists_on_maps_1_2,20.5,over,+100,2.0
HungryPanda,6e8b2718-654e-4e33-bcc1-ddfbe7ef4034,LOL,assists_on_maps_1_2,20.5,under,+100,2.0
HungryPanda,6e8b2718-654e-4e33-bcc1-ddfbe7ef4034,LOL,deaths_on_maps_1_2,6.5,over,+108,2.08
HungryPanda,6e8b2718-654e-4e33-bcc1-ddfbe7ef4034,LOL,deaths_on_maps_1_2,6.5,under,-136,1.74
Rabble,4f40ed6d-84e6-4312-8aed-de7e982e53ae,LOL,kills_on_maps_1_2,4.5,over,+100,2.0
Rabble,4f40ed6d-84e6-4312-8aed-de7e982e53ae,LOL,kills_on_maps_1_2,4.5,under,+100,2.0
Rabble,4f40ed6d-84e6-4312-8aed-de7e982e53ae,LOL,fantasy_points_on_maps_1_2,45.7,over,+100,2.0
Rabble,4f40ed6d-84e6-4312-8aed-de7e982e53ae,LOL,fantasy_points_on_maps_1_2,45.7,under,+100,2.0
Rabble,4f40ed6d-84e6-4312-8aed-de7e982e53ae,LOL,assists_on_maps_1_2,14.5,over,+100,2.0
Rabble,4f40ed6d-84e6-4312-8aed-de7e982e53ae,LOL,assists_on_maps_1_2,14.5,under,+100,2.0
Rabble,4f40ed6d-84e6-4312-8aed-de7e982e53ae,LOL,deaths_on_maps_1_2,6.5,over,+100,2.0
Rabble,4f40ed6d-84e6-4312-8aed-de7e982e53ae,LOL,deaths_on_maps_1_2,6.5,under,+100,2.0
Venour,4f40ed6d-84e6-4312-8aed-de7e982e53ae,LOL,kills_on_maps_1_2,4.5,over,+100,2.0
Venour,4f40ed6d-84e6-4312-8aed-de7e982e53ae,LOL,kills_on_maps_1_2,4.5,under,+100,2.0
Venour,4f40ed6d-84e6-4312-8aed-de7e982e53ae,LOL,fantasy_points_on_maps_1_2,36.7,over,+100,2.0
Venour,4f40ed6d-84e6-4312-8aed-de7e982e53ae,LOL,fantasy_points_on_maps_1_2,36.7,under,+100,2.0
Venour,4f40ed6d-84e6-4312-8aed-de7e982e53ae,LOL,assists_on_maps_1_2,8.5,over,+100,2.0
Venour,4f40ed6d-84e6-4312-8aed-de7e982e53ae,LOL,assists_on_maps_1_2,8.5,under,+100,2.0
Venour,4f40ed6d-84e6-4312-8aed-de7e982e53ae,LOL,deaths_on_maps_1_2,5.5,over,-132,1.76
Venour,4f40ed6d-84e6-4312-8aed-de7e982e53ae,LOL,deaths_on_maps_1_2,5.5,under,+106,2.06
Random,4f40ed6d-84e6-4312-8aed-de7e982e53ae,LOL,kills_on_maps_1_2,7.5,over,+100,2.0
Random,4f40ed6d-84e6-4312-8aed-de7e982e53ae,LOL,kills_on_maps_1_2,7.5,under,+100,2.0
Random,4f40ed6d-84e6-4312-8aed-de7e982e53ae,LOL,fantasy_points_on_maps_1_2,48.8,over,+100,2.0
Random,4f40ed6d-84e6-4312-8aed-de7e982e53ae,LOL,fantasy_points_on_maps_1_2,48.8,under,+100,2.0
Random,4f40ed6d-84e6-4312-8aed-de7e982e53ae,LOL,assists_on_maps_1_2,10.5,over,+100,2.0
Random,4f40ed6d-84e6-4312-8aed-de7e982e53ae,LOL,assists_on_maps_1_2,10.5,under,+100,2.0
Random,4f40ed6d-84e6-4312-8aed-de7e982e53ae,LOL,deaths_on_maps_1_2,6.5,over,+100,2.0
Random,4f40ed6d-84e6-4312-8aed-de7e982e53ae,LOL,deaths_on_maps_1_2,6.5,under,+100,2.0
Nano,6e8b2718-654e-4e33-bcc1-ddfbe7ef4034,LOL,kills_on_maps_1_2,7.5,over,+100,2.0
Nano,6e8b2718-654e-4e33-bcc1-ddfbe7ef4034,LOL,kills_on_maps_1_2,7.5,under,+100,2.0
Nano,6e8b2718-654e-4e33-bcc1-ddfbe7ef4034,LOL,fantasy_points_on_maps_1_2,54.9,over,+100,2.0
Nano,6e8b2718-654e-4e33-bcc1-ddfbe7ef4034,LOL,fantasy_points_on_maps_1_2,54.9,under,+100,2.0
Nano,6e8b2718-654e-4e33-bcc1-ddfbe7ef4034,LOL,assists_on_maps_1_2,12.5,over,+100,2.0
Nano,6e8b2718-654e-4e33-bcc1-ddfbe7ef4034,LOL,assists_on_maps_1_2,12.5,under,+100,2.0
Nano,6e8b2718-654e-4e33-bcc1-ddfbe7ef4034,LOL,deaths_on_maps_1_2,5.5,over,+108,2.08
Nano,6e8b2718-654e-4e33-bcc1-ddfbe7ef4034,LOL,deaths_on_maps_1_2,5.5,under,-139,1.72
Vaynedeta,6e8b2718-654e-4e33-bcc1-ddfbe7ef4034,LOL,kills_on_maps_1_2,9.5,over,-117,1.86
Vaynedeta,6e8b2718-654e-4e33-bcc1-ddfbe7ef4034,LOL,kills_on_maps_1_2,9.5,under,+110,2.1
Vaynedeta,6e8b2718-654e-4e33-bcc1-ddfbe7ef4034,LOL,fantasy_points_on_maps_1_2,59.0,over,+100,2.0
Vaynedeta,6e8b2718-654e-4e33-bcc1-ddfbe7ef4034,LOL,fantasy_points_on_maps_1_2,59.0,under,+100,2.0
Vaynedeta,6e8b2718-654e-4e33-bcc1-ddfbe7ef4034,LOL,assists_on_maps_1_2,10.5,over,+100,2.0
Vaynedeta,6e8b2718-654e-4e33-bcc1-ddfbe7ef4034,LOL,assists_on_maps_1_2,10.5,under,+100,2.0
Vaynedeta,6e8b2718-654e-4e33-bcc1-ddfbe7ef4034,LOL,deaths_on_maps_1_2,5.5,over,+100,2.0
Vaynedeta,6e8b2718-654e-4e33-bcc1-ddfbe7ef4034,LOL,deaths_on_maps_1_2,5.5,under,+100,2.0
Nicolaiy,5ac189ac-8c3a-4fbd-8a66-58ba5e0d0a92,LOL,,,,,
Tasteless,5ac189ac-8c3a-4fbd-8a66-58ba5e0d0a92,LOL,kills_on_map_1,0.5,over,+110,2.1
Tasteless,5ac189ac-8c3a-4fbd-8a66-58ba5e0d0a92,LOL,kills_on_map_1,0.5,under,-117,1.86
Tasteless,5ac189ac-8c3a-4fbd-8a66-58ba5e0d0a92,LOL,fantasy_points_on_map_1,21.4,over,+100,2.0
Tasteless,5ac189ac-8c3a-4fbd-8a66-58ba5e0d0a92,LOL,fantasy_points_on_map_1,21.4,under,+100,2.0
Tasteless,5ac189ac-8c3a-4fbd-8a66-58ba5e0d0a92,LOL,assists_on_map_1,10.5,over,+100,2.0
Tasteless,5ac189ac-8c3a-4fbd-8a66-58ba5e0d0a92,LOL,assists_on_map_1,10.5,under,+100,2.0
Tasteless,5ac189ac-8c3a-4fbd-8a66-58ba5e0d0a92,LOL,deaths_on_map_1,3.5,over,+122,2.22
Tasteless,5ac189ac-8c3a-4fbd-8a66-58ba5e0d0a92,LOL,deaths_on_map_1,3.5,under,-157,1.64
Pl0x,e56869c2-06c5-4371-8f59-ebb9cafa6e8d,LOL,kills_on_map_1,3.5,over,+110,2.1
Pl0x,e56869c2-06c5-4371-8f59-ebb9cafa6e8d,LOL,kills_on_map_1,3.5,under,-117,1.86
Pl0x,e56869c2-06c5-4371-8f59-ebb9cafa6e8d,LOL,fantasy_points_on_map_1,23.0,over,+100,2.0
Pl0x,e56869c2-06c5-4371-8f59-ebb9cafa6e8d,LOL,fantasy_points_on_map_1,23.0,under,+100,2.0
Pl0x,e56869c2-06c5-4371-8f59-ebb9cafa6e8d,LOL,assists_on_map_1,5.5,over,+100,2.0
Pl0x,e56869c2-06c5-4371-8f59-ebb9cafa6e8d,LOL,assists_on_map_1,5.5,under,+100,2.0
Pl0x,e56869c2-06c5-4371-8f59-ebb9cafa6e8d,LOL,deaths_on_map_1,3.5,over,+108,2.08
Pl0x,e56869c2-06c5-4371-8f59-ebb9cafa6e8d,LOL,deaths_on_map_1,3.5,under,-136,1.74
DoubleAiM,e56869c2-06c5-4371-8f59-ebb9cafa6e8d,LOL,kills_on_map_1,2.5,over,-129,1.78
DoubleAiM,e56869c2-06c5-4371-8f59-ebb9cafa6e8d,LOL,kills_on_map_1,2.5,under,+122,2.22
DoubleAiM,e56869c2-06c5-4371-8f59-ebb9cafa6e8d,LOL,fantasy_points_on_map_1,23.2,over,+100,2.0
DoubleAiM,e56869c2-06c5-4371-8f59-ebb9cafa6e8d,LOL,fantasy_points_on_map_1,23.2,under,+100,2.0
DoubleAiM,e56869c2-06c5-4371-8f59-ebb9cafa6e8d,LOL,assists_on_map_1,6.5,over,+100,2.0
DoubleAiM,e56869c2-06c5-4371-8f59-ebb9cafa6e8d,LOL,assists_on_map_1,6.5,under,+100,2.0
DoubleAiM,e56869c2-06c5-4371-8f59-ebb9cafa6e8d,LOL,deaths_on_map_1,3.5,over,+100,2.0
DoubleAiM,e56869c2-06c5-4371-8f59-ebb9cafa6e8d,LOL,deaths_on_map_1,3.5,under,+100,2.0
Falleo,e56869c2-06c5-4371-8f59-ebb9cafa6e8d,LOL,kills_on_map_1,2.5,over,+112,2.12
Falleo,e56869c2-06c5-4371-8f59-ebb9cafa6e8d,LOL,kills_on_map_1,2.5,under,-120,1.84
Falleo,e56869c2-06c5-4371-8f59-ebb9cafa6e8d,LOL,fantasy_points_on_map_1,18.8,over,+100,2.0
Falleo,e56869c2-06c5-4371-8f59-ebb9cafa6e8d,LOL,fantasy_points_on_map_1,18.8,under,+100,2.0
Falleo,e56869c2-06c5-4371-8f59-ebb9cafa6e8d,LOL,assists_on_map_1,4.5,over,-120,1.84
Falleo,e56869c2-06c5-4371-8f59-ebb9cafa6e8d,LOL,assists_on_map_1,4.5,under,+114,2.14
Falleo,e56869c2-06c5-4371-8f59-ebb9cafa6e8d,LOL,deaths_on_map_1,3.5,over,+104,2.04
Falleo,e56869c2-06c5-4371-8f59-ebb9cafa6e8d,LOL,deaths_on_map_1,3.5,under,-129,1.78
Mihai,5ac189ac-8c3a-4fbd-8a66-58ba5e0d0a92,LOL,kills_on_map_1,3.5,over,-117,1.86
Mihai,5ac189ac-8c3a-4fbd-8a66-58ba5e0d0a92,LOL,kills_on_map_1,3.5,under,+110,2.1
Mihai,5ac189ac-8c3a-4fbd-8a66-58ba5e0d0a92,LOL,fantasy_points_on_map_1,29.5,over,+100,2.0
Mihai,5ac189ac-8c3a-4fbd-8a66-58ba5e0d0a92,LOL,fantasy_points_on_map_1,29.5,under,+100,2.0
Mihai,5ac189ac-8c3a-4fbd-8a66-58ba5e0d0a92,LOL,assists_on_map_1,6.5,over,+100,2.0
Mihai,5ac189ac-8c3a-4fbd-8a66-58ba5e0d0a92,LOL,assists_on_map_1,6.5,under,+100,2.0
Mihai,5ac189ac-8c3a-4fbd-8a66-58ba5e0d0a92,LOL,deaths_on_map_1,2.5,over,+102,2.02
Mihai,5ac189ac-8c3a-4fbd-8a66-58ba5e0d0a92,LOL,deaths_on_map_1,2.5,under,-125,1.8
Lauxio,e56869c2-06c5-4371-8f59-ebb9cafa6e8d,LOL,kills_on_map_1,0.5,over,+110,2.1
Lauxio,e56869c2-06c5-4371-8f59-ebb9cafa6e8d,LOL,kills_on_map_1,0.5,under,-117,1.86
Lauxio,e56869c2-06c5-4371-8f59-ebb9cafa6e8d,LOL,fantasy_points_on_map_1,16.9,over,+100,2.0
Lauxio,e56869c2-06c5-4371-8f59-ebb9cafa6e8d,LOL,fantasy_points_on_map_1,16.9,under,+100,2.0
Lauxio,e56869c2-06c5-4371-8f59-ebb9cafa6e8d,LOL,assists_on_map_1,8.5,over,+100,2.0
Lauxio,e56869c2-06c5-4371-8f59-ebb9cafa6e8d,LOL,assists_on_map_1,8.5,under,+100,2.0
Lauxio,e56869c2-06c5-4371-8f59-ebb9cafa6e8d,LOL,deaths_on_map_1,3.5,over,+100,2.0
Lauxio,e56869c2-06c5-4371-8f59-ebb9cafa6e8d,LOL,deaths_on_map_1,3.5,under,+100,2.0
Vigil,5ac189ac-8c3a-4fbd-8a66-58ba5e0d0a92,LOL,kills_on_map_1,4.5,over,+100,2.0
Vigil,5ac189ac-8c3a-4fbd-8a66-58ba5e0d0a92,LOL,kills_on_map_1,4.5,under,+100,2.0
Vigil,5ac189ac-8c3a-4fbd-8a66-58ba5e0d0a92,LOL,fantasy_points_on_map_1,30.5,over,+100,2.0
Vigil,5ac189ac-8c3a-4fbd-8a66-58ba5e0d0a92,LOL,fantasy_points_on_map_1,30.5,under,+100,2.0
Vigil,5ac189ac-8c3a-4fbd-8a66-58ba5e0d0a92,LOL,assists_on_map_1,6.5,over,+100,2.0
Vigil,5ac189ac-8c3a-4fbd-8a66-58ba5e0d0a92,LOL,assists_on_map_1,6.5,under,+100,2.0
Vigil,5ac189ac-8c3a-4fbd-8a66-58ba5e0d0a92,LOL,deaths_on_map_1,2.5,over,-143,1.7
Vigil,5ac189ac-8c3a-4fbd-8a66-58ba5e0d0a92,LOL,deaths_on_map_1,2.5,under,+110,2.1
MarrowOoze,e56869c2-06c5-4371-8f59-ebb9cafa6e8d,LOL,kills_on_map_1,3.5,over,+100,2.0
MarrowOoze,e56869c2-06c5-4371-8f59-ebb9cafa6e8d,LOL,kills_on_map_1,3.5,under,+100,2.0
MarrowOoze,e56869c2-06c5-4371-8f59-ebb9cafa6e8d,LOL,fantasy_points_on_map_1,22.2,over,+100,2.0
MarrowOoze,e56869c2-06c5-4371-8f59-ebb9cafa6e8d,LOL,fantasy_points_on_map_1,22.2,under,+100,2.0
MarrowOoze,e56869c2-06c5-4371-8f59-ebb9cafa6e8d,LOL,assists_on_map_1,4.5,over,+100,2.0
MarrowOoze,e56869c2-06c5-4371-8f59-ebb9cafa6e8d,LOL,assists_on_map_1,4.5,under,+100,2.0
MarrowOoze,e56869c2-06c5-4371-8f59-ebb9cafa6e8d,LOL,deaths_on_map_1,3.5,over,+100,2.0
MarrowOoze,e56869c2-06c5-4371-8f59-ebb9cafa6e8d,LOL,deaths_on_map_1,3.5,under,+100,2.0
Eyliph,5ac189ac-8c3a-4fbd-8a66-58ba5e0d0a92,LOL,kills_on_map_1,3.5,over,+100,2.0
Eyliph,5ac189ac-8c3a-4fbd-8a66-58ba5e0d0a92,LOL,kills_on_map_1,3.5,under,+100,2.0
Eyliph,5ac189ac-8c3a-4fbd-8a66-58ba5e0d0a92,LOL,fantasy_points_on_map_1,26.1,over,+100,2.0
Eyliph,5ac189ac-8c3a-4fbd-8a66-58ba5e0d0a92,LOL,fantasy_points_on_map_1,26.1,under,+100,2.0
Eyliph,5ac189ac-8c3a-4fbd-8a66-58ba5e0d0a92,LOL,assists_on_map_1,5.5,over,-120,1.84
Eyliph,5ac189ac-8c3a-4fbd-8a66-58ba5e0d0a92,LOL,assists_on_map_1,5.5,under,+112,2.12
Eyliph,5ac189ac-8c3a-4fbd-8a66-58ba5e0d0a92,LOL,deaths_on_map_1,2.5,over,-136,1.74
Eyliph,5ac189ac-8c3a-4fbd-8a66-58ba5e0d0a92,LOL,deaths_on_map_1,2.5,under,+108,2.08
Zeus,576ce4f6-73ce-4e12-b0aa-572f13ced878,LOL,kills_on_maps_1_2_3,8.5,over,+100,2.0
Zeus,576ce4f6-73ce-4e12-b0aa-572f13ced878,LOL,kills_on_maps_1_2_3,8.5,under,+100,2.0
Zeus,576ce4f6-73ce-4e12-b0aa-572f13ced878,LOL,fantasy_points_on_maps_1_2_3,63.4,over,+100,2.0
Zeus,576ce4f6-73ce-4e12-b0aa-572f13ced878,LOL,fantasy_points_on_maps_1_2_3,63.4,under,+100,2.0
Zeus,576ce4f6-73ce-4e12-b0aa-572f13ced878,LOL,assists_on_maps_1_2_3,15.5,over,+100,2.0
Zeus,576ce4f6-73ce-4e12-b0aa-572f13ced878,LOL,assists_on_maps_1_2_3,15.5,under,+100,2.0
Zeus,576ce4f6-73ce-4e12-b0aa-572f13ced878,LOL,deaths_on_maps_1_2_3,10.5,over,+100,2.0
Zeus,576ce4f6-73ce-4e12-b0aa-572f13ced878,LOL,deaths_on_maps_1_2_3,10.5,under,+100,2.0
Oner,5f892ddd-319d-42aa-8023-03093aa938bb,LOL,kills_on_maps_1_2_3,10.5,over,+100,2.0
Oner,5f892ddd-319d-42aa-8023-03093aa938bb,LOL,kills_on_maps_1_2_3,10.5,under,+100,2.0
Oner,5f892ddd-319d-42aa-8023-03093aa938bb,LOL,fantasy_points_on_maps_1_2_3,86.8,over,+100,2.0
Oner,5f892ddd-319d-42aa-8023-03093aa938bb,LOL,fantasy_points_on_maps_1_2_3,86.8,under,+100,2.0
Oner,5f892ddd-319d-42aa-8023-03093aa938bb,LOL,assists_on_maps_1_2_3,25.5,over,+100,2.0
Oner,5f892ddd-319d-42aa-8023-03093aa938bb,LOL,assists_on_maps_1_2_3,25.5,under,+100,2.0
Oner,5f892ddd-319d-42aa-8023-03093aa938bb,LOL,deaths_on_maps_1_2_3,8.5,over,+100,2.0
Oner,5f892ddd-319d-42aa-8023-03093aa938bb,LOL,deaths_on_maps_1_2_3,8.5,under,+100,2.0
Faker,5f892ddd-319d-42aa-8023-03093aa938bb,LOL,kills_on_maps_1_2_3,11.5,over,+110,2.1
Faker,5f892ddd-319d-42aa-8023-03093aa938bb,LOL,kills_on_maps_1_2_3,11.5,under,-117,1.86
Faker,5f892ddd-319d-42aa-8023-03093aa938bb,LOL,fantasy_points_on_maps_1_2_3,83.0,over,+100,2.0
Faker,5f892ddd-319d-42aa-8023-03093aa938bb,LOL,fantasy_points_on_maps_1_2_3,83.0,under,+100,2.0
Faker,5f892ddd-319d-42aa-8023-03093aa938bb,LOL,assists_on_maps_1_2_3,19.5,over,+100,2.0
Faker,5f892ddd-319d-42aa-8023-03093aa938bb,LOL,assists_on_maps_1_2_3,19.5,under,+100,2.0
Faker,5f892ddd-319d-42aa-8023-03093aa938bb,LOL,deaths_on_maps_1_2_3,8.5,over,-125,1.8
Faker,5f892ddd-319d-42aa-8023-03093aa938bb,LOL,deaths_on_maps_1_2_3,8.5,under,+102,2.02
Keria,5f892ddd-319d-42aa-8023-03093aa938bb,LOL,kills_on_maps_1_2_3,3.5,over,+100,2.0
Keria,5f892ddd-319d-42aa-8023-03093aa938bb,LOL,kills_on_maps_1_2_3,3.5,under,+100,2.0
Keria,5f892ddd-319d-42aa-8023-03093aa938bb,LOL,fantasy_points_on_maps_1_2_3,72.9,over,+100,2.0
Keria,5f892ddd-319d-42aa-8023-03093aa938bb,LOL,fantasy_points_on_maps_1_2_3,72.9,under,+100,2.0
Keria,5f892ddd-319d-42aa-8023-03093aa938bb,LOL,assists_on_maps_1_2_3,33.5,over,+123,2.23
Keria,5f892ddd-319d-42aa-8023-03093aa938bb,LOL,assists_on_maps_1_2_3,33.5,under,-152,1.66
Keria,5f892ddd-319d-42aa-8023-03093aa938bb,LOL,deaths_on_maps_1_2_3,8.5,over,+100,2.0
Keria,5f892ddd-319d-42aa-8023-03093aa938bb,LOL,deaths_on_maps_1_2_3,8.5,under,+100,2.0
Baus,cb110bb8-7946-4e90-936c-70fa6a24bb45,LOL,kills_on_maps_1_2_3,9.5,over,+100,2.0
Baus,cb110bb8-7946-4e90-936c-70fa6a24bb45,LOL,kills_on_maps_1_2_3,9.5,under,+100,2.0
Baus,cb110bb8-7946-4e90-936c-70fa6a24bb45,LOL,fantasy_points_on_maps_1_2_3,72.4,over,+100,2.0
Baus,cb110bb8-7946-4e90-936c-70fa6a24bb45,LOL,fantasy_points_on_maps_1_2_3,72.4,under,+100,2.0
Baus,cb110bb8-7946-4e90-936c-70fa6a24bb45,LOL,assists_on_maps_1_2_3,17.5,over,+100,2.0
Baus,cb110bb8-7946-4e90-936c-70fa6a24bb45,LOL,assists_on_maps_1_2_3,17.5,under,+100,2.0
3XA,6953f7fd-65d5-4cfc-8811-e31b6100d60e,LOL,kills_on_maps_1_2,11.5,over,+100,2.0
3XA,6953f7fd-65d5-4cfc-8811-e31b6100d60e,LOL,kills_on_maps_1_2,11.5,under,+100,2.0
3XA,6953f7fd-65d5-4cfc-8811-e31b6100d60e,LOL,fantasy_points_on_maps_1_2,67.8,over,+100,2.0
3XA,6953f7fd-65d5-4cfc-8811-e31b6100d60e,LOL,fantasy_points_on_maps_1_2,67.8,under,+100,2.0
3XA,6953f7fd-65d5-4cfc-8811-e31b6100d60e,LOL,assists_on_maps_1_2,11.5,over,+100,2.0
3XA,6953f7fd-65d5-4cfc-8811-e31b6100d60e,LOL,assists_on_maps_1_2,11.5,under,+100,2.0
3XA,6953f7fd-65d5-4cfc-8811-e31b6100d60e,LOL,deaths_on_maps_1_2,5.5,over,+108,2.08
3XA,6953f7fd-65d5-4cfc-8811-e31b6100d60e,LOL,deaths_on_maps_1_2,5.5,under,-143,1.7
Exofeng,d20a2086-5fcb-4abe-9794-94dc32b03e2e,LOL,kills_on_maps_1_2_3,9.5,over,+100,2.0
Exofeng,d20a2086-5fcb-4abe-9794-94dc32b03e2e,LOL,kills_on_maps_1_2_3,9.5,under,+100,2.0
Exofeng,d20a2086-5fcb-4abe-9794-94dc32b03e2e,LOL,fantasy_points_on_maps_1_2_3,58.9,over,+100,2.0
Exofeng,d20a2086-5fcb-4abe-9794-94dc32b03e2e,LOL,fantasy_points_on_maps_1_2_3,58.9,under,+100,2.0
Exofeng,d20a2086-5fcb-4abe-9794-94dc32b03e2e,LOL,assists_on_maps_1_2_3,12.5,over,+100,2.0
Exofeng,d20a2086-5fcb-4abe-9794-94dc32b03e2e,LOL,assists_on_maps_1_2_3,12.5,under,+100,2.0
Exofeng,d20a2086-5fcb-4abe-9794-94dc32b03e2e,LOL,deaths_on_maps_1_2_3,11.5,over,+100,2.0
Exofeng,d20a2086-5fcb-4abe-9794-94dc32b03e2e,LOL,deaths_on_maps_1_2_3,11.5,under,+100,2.0
Obstinatus,234317d3-9667-4f39-9622-ca03666f7831,LOL,kills_on_maps_1_2_3,2.5,over,+100,2.0
Obstinatus,234317d3-9667-4f39-9622-ca03666f7831,LOL,kills_on_maps_1_2_3,2.5,under,+100,2.0
Obstinatus,234317d3-9667-4f39-9622-ca03666f7831,LOL,fantasy_points_on_maps_1_2_3,51.6,over,+100,2.0
Obstinatus,234317d3-9667-4f39-9622-ca03666f7831,LOL,fantasy_points_on_maps_1_2_3,51.6,under,+100,2.0
Obstinatus,234317d3-9667-4f39-9622-ca03666f7831,LOL,assists_on_maps_1_2_3,26.5,over,+100,2.0
Obstinatus,234317d3-9667-4f39-9622-ca03666f7831,LOL,assists_on_maps_1_2_3,26.5,under,+100,2.0
Obstinatus,234317d3-9667-4f39-9622-ca03666f7831,LOL,deaths_on_maps_1_2_3,12.5,over,+100,2.0
Obstinatus,234317d3-9667-4f39-9622-ca03666f7831,LOL,deaths_on_maps_1_2_3,12.5,under,+100,2.0
Santorin,3ebf3968-db07-4408-8a7e-cfd92829146e,LOL,kills_on_maps_1_2_3,11.5,over,+100,2.0
Santorin,3ebf3968-db07-4408-8a7e-cfd92829146e,LOL,kills_on_maps_1_2_3,11.5,under,+100,2.0
Santorin,3ebf3968-db07-4408-8a7e-cfd92829146e,LOL,fantasy_points_on_maps_1_2_3,106.1,over,+100,2.0
